i,real_index,MAE,Phi,SMI
9346,12297,0.28796889,71.20311085,NC1C(F)C1C=C
9347,11747,0.38603131,61.39686944,C=CC1=CCC=C1
9348,9288,0.18821163,81.17883726,OCC(CO)C#N
9349,9697,0.24185602,75.81439769,CCC1(CN)CN1
9350,11360,0.35662110,64.33788968,C=Cn1cccn1
9351,12845,0.35518280,64.48171962,C1C2CC1N3CC23
9352,12098,0.23825157,76.17484349,C=NNCC1CO1
9353,10360,0.20926370,79.07363041,OCC=NNC=O
9354,12093,0.24190109,75.80989079,C=CCCC1CO1
9355,9635,0.19711633,80.28836716,COC(=NN)C#C
9356,12531,0.31451641,68.54835858,N1C2C=NN=CC12
9357,11475,0.22917725,77.08227533,C=CC1=NNCC1
9358,10803,0.21993794,78.00620614,CCC1CC1CN
9359,12546,0.28023844,71.97615608,C1CC2NCC2O1
9360,8921,0.25560330,74.43967010,CC1CC1CC#C
9361,9846,0.21170176,78.82982435,CCCNNC=N
9362,9133,0.27232745,72.76725503,C1C2CC1C=CO2
9363,11104,0.19540109,80.45989078,O=CC1CC=NN1
9364,10528,0.23990796,76.00920404,CNCC#CCF
9365,11037,0.22026936,77.97306382,NN=C1CCOC1
9366,12763,0.27300035,72.69996528,FC1=CCC2OC12
9367,10944,0.29841684,70.15831593,O=CC1NC1C#C
9368,11651,0.64593533,35.40646710,N#Cc1ncno1
9369,9124,0.32594644,67.40535582,C1CC2CC(C1)O2
9370,11492,0.29439595,70.56040535,N#CC1=NOCO1
9371,10650,0.18455622,81.54437792,CNC1CNC1C
9372,11998,0.33086030,66.91397003,O=C(C#C)C1CC1
9373,11688,0.25066753,74.93324668,COc1ccoc1
9374,12351,0.26814570,73.18543037,NC1(CC1)C2CN2
9375,12092,0.24999822,75.00017814,C=NOCC1CN1
9376,8855,0.24259883,75.74011665,CNCC1NC1C
9377,12396,0.31836256,68.16374434,C1CN1CC2CO2
9378,11965,0.23804377,76.19562326,CNC(=N)N1CC1
9379,12602,0.32758516,67.24148420,NC1C2CCCC12
9380,10345,0.20566268,79.43373183,FCC=COC=O
9381,10157,0.24023539,75.97646096,CC=CNC=NC
9382,9712,0.21606530,78.39347031,NCC1(CF)CO1
9383,9769,0.20869598,79.13040153,FCCOCCF
9384,9335,0.20036634,79.96336621,CCC(NC)C#C
9385,10605,0.30183501,69.81649896,FC=CC#CC#N
9386,10543,0.27417298,72.58270233,CNCC#CC=C
9387,9269,0.25874583,74.12541721,COC(CN)OC
9388,11814,0.23054190,76.94581035,CNC(C)C1CC1
9389,12589,0.51572278,48.42772153,C1Nc2c[nH]nc12
9390,9429,0.34883485,65.11651526,N=CN(C=N)C=N
9391,12548,0.21374530,78.62546995,C1NCC2OCC12
9392,9784,0.24416505,75.58349489,FCCCCC#N
9393,9946,0.21114752,78.88524786,O=CCONC=O
9394,10034,0.22381495,77.61850454,OCCOC=NO
9395,12309,0.27530785,72.46921459,CC1C(C#N)N1C
9396,11481,0.23715110,76.28489027,C=CC1=NCCN1
9397,10863,0.23314315,76.68568481,CCC1NC1C=C
9398,10227,0.18315810,81.68419009,CNCC=NNC
9399,11565,0.22582362,77.41763844,FCc1cnco1
9400,12598,0.32176620,67.82337965,C1Oc2conc12
9401,9231,0.15624800,84.37519982,CCC(CC)CF
9402,10324,0.19005245,80.99475501,CON=CCC#N
9403,11294,0.24269013,75.73098685,NN=c1nno[nH]1
9404,11773,0.32919410,67.08058952,C=Cc1conn1
9405,10108,0.30656563,69.34343719,ON=COCC#N
9406,11082,0.20729565,79.27043458,NCC1CC=CO1
9407,8915,0.24280971,75.71902904,CN1CC1CC#N
9408,9499,0.20466410,79.53358961,CNC(CF)=NC
9409,11160,0.28330058,71.66994238,ON=c1[nH]nn[nH]1
9410,9672,0.34306088,65.69391217,ON=C(C#C)C#N
9411,11146,0.25375681,74.62431853,CC=C1CC=CO1
9412,8967,0.19946611,80.05338937,CC(C)C1CCC1
9413,11094,0.29370056,70.62994401,FCC1OC=CO1
9414,10858,0.19180055,80.81994479,CNC1CC1C=O
9415,12133,0.19995716,80.00428391,FC=CCN1CC1
9416,11692,0.23840090,76.15990962,FCc1cn[nH]c1
9417,9611,0.22145926,77.85407417,COC(=NO)C#N
9418,10315,0.22016779,77.98322118,FCC=CCC#N
9419,8772,0.30349406,69.65059403,C=NOC1COC1
9420,10490,0.29021344,70.97865568,CC=NN=CC=O
9421,9699,0.20578669,79.42133121,CCC1(CF)CN1
9422,12066,0.20870074,79.12992637,O=CCCC1CC1
9423,12370,0.42579980,57.42001992,C1OC2CC1CO2
9424,10523,0.28164894,71.83510601,OCC#CCCF
9425,8951,0.20837830,79.16216968,CC1OC1C=NO
9426,11886,0.20353653,79.64634674,CC(C#N)C1CO1
9427,8884,0.22704290,77.29571008,CC1CC1NC=O
9428,11425,0.22224795,77.77520537,NCC1=NNCC1
9429,12691,0.25362682,74.63731773,C=C1CNC2CC12
9430,11404,0.20018344,79.98165571,CCC1=CCCC1
9431,8887,0.21814290,78.18571018,OC1CC1NC=N
9432,12129,0.27459577,72.54042295,FC=CCC1CO1
9433,9749,0.19316833,80.68316661,CCOCOCC
9434,10713,0.20795368,79.20463192,CC1CNC1C#N
9435,11694,0.22628341,77.37165870,COc1cn[nH]c1
9436,10498,0.34395012,65.60498814,CC#CC=CCN
9437,9533,0.30896515,69.10348466,NNC(NO)=NN
9438,12027,0.19947781,80.05221851,NCCCC1CC1
9439,9745,0.25710971,74.28902908,CCOCCCO
9440,11119,0.29090569,70.90943098,O=CC1OC=NO1
9441,8976,0.17919002,82.08099800,FC(F)C1CNC1
9442,9398,0.24584873,75.41512722,OCC(C#C)C#N
9443,12050,0.21581095,78.41890478,CCOCC1CN1
9444,9180,0.22724961,77.27503874,FC1=CC2CC2C1
9445,9568,0.20878559,79.12144125,FCC(=CF)C=C
9446,11700,0.23350764,76.64923595,COc1cnoc1
9447,10693,0.19758183,80.24181675,CN1CCC1CF
9448,12466,0.34674576,65.32542444,C1C=CC=NN=C1
9449,12823,0.27140618,72.85938238,C1NCC1C2CN2
9450,9182,0.23142125,76.85787545,CC1=CC2CC2O1
9451,11133,0.21584414,78.41558602,NN=C1CC=CC1
9452,10410,0.23457506,76.54249397,C=CC=NNC=O
9453,10522,0.24045569,75.95443108,NCC#CCCF
9454,9913,0.21253709,78.74629141,O=CCCOC=O
9455,11243,0.25722619,74.27738138,O=CN1NCC=C1
9456,12453,0.25974829,74.02517135,C1CC=CN=CN1
9457,11083,0.21655124,78.34487640,OCC1CC=CO1
9458,11749,0.40909854,59.09014586,N#CC1=CCC=C1
9459,9633,0.27884916,72.11508373,COC(=CC)C#C
9460,9368,0.23503542,76.49645822,CNC(C#N)C#N
9461,10905,0.27118579,72.88142065,NCC1NC1C#C
9462,12570,0.39594328,60.40567241,C1CN2CC=CC12
9463,8984,0.21144288,78.85571182,CC(O)C1CCN1
9464,9673,0.39445844,60.55415562,CC=C(C#C)C#C
9465,12739,0.27334187,72.66581311,FC1C=NN2CC12
9466,12345,0.37940880,62.05911962,C1OC12CC=CC2
9467,10127,0.30237427,69.76257275,ON=COCC#C
9468,12041,0.21754050,78.24595022,FCCOC1CC1
9469,8784,0.27752571,72.24742858,C#CCC1CCC1
9470,9653,0.21886677,78.11332251,FC=C(C#N)C#N
9471,11005,0.21312573,78.68742660,O=CC1CCCO1
9472,11633,0.43104933,56.89506694,N#Cc1ccco1
9473,9637,0.27765178,72.23482207,CC=C(C=C)C=C
9474,12639,0.26929844,73.07015582,OC1C2NC=NC12
9475,8953,0.21602648,78.39735216,CN1CC1C=CF
9476,11659,0.42751579,57.24842108,C#Cc1cc[nH]n1
9477,10631,0.19047185,80.95281464,NCC1CCC1O
9478,10674,0.20833826,79.16617394,CCC1OCC1C
9479,12696,0.21943269,78.05673115,O=C1COC2CC12
9480,10171,0.33481366,66.51863386,CC=NN=CNO
9481,12280,0.23376083,76.62391734,CCC1C(C)N1C
9482,10860,0.21620147,78.37985328,COC1CC1C=C
9483,10024,0.26164767,73.83523332,CC=COCCN
9484,12378,0.37449835,62.55016549,C1NC2CC1C=C2
9485,10596,0.27311467,72.68853255,CCC#CC=NO
9486,12002,0.26537315,73.46268493,O=C(C#C)C1CO1
9487,10254,0.21345974,78.65402609,CCCC=CC=C
9488,8993,0.27084341,72.91565860,CN(C)C1CNC1
9489,9337,0.23860322,76.13967786,CNC(CO)C#C
9490,11947,0.27352477,72.64752283,OCC(=O)C1CO1
9491,12188,0.38883591,61.11640936,C=NN=CN1CC1
9492,11024,0.25326335,74.67366474,C#CC1CCCO1
9493,10514,0.23913350,76.08664973,NCCC#CCN
9494,9270,0.31122217,68.87778307,COC(CO)OC
9495,9991,0.19574851,80.42514913,COCCC=NN
9496,9975,0.19417049,80.58295077,OCCCC=CF
9497,11186,0.20152537,79.84746296,NCC1CNN=C1
9498,10058,0.22236462,77.76353821,CC=CCNC=O
9499,8841,0.21974969,78.02503082,COCC1CC1O
9500,11852,0.24612754,75.38724568,COC(C)C1CO1
9501,10709,0.21493484,78.50651568,CC1OCC1C=O
9502,11394,0.37636219,62.36378065,O=Nc1cn[nH]c1
9503,9478,0.23632587,76.36741302,NN=C(CO)CO
9504,12429,0.27545078,72.45492156,C1CC=COCO1
9505,11817,0.17745743,82.25425705,CCC(C)C1CN1
9506,11299,0.27745457,72.25454291,ON=C1OCC=C1
9507,9171,0.29106753,70.89324713,C=C1CC2NC2C1
9508,10217,0.17241327,82.75867312,COCC=CCF
9509,12667,0.23570079,76.42992135,CN1CCC2CC12
9510,11767,0.31919695,68.08030521,C=Cc1cnon1
9511,10129,0.25982055,74.01794481,CCCCC#CC
9512,12290,0.21247490,78.75250971,CC1C(O)C1C=O
9513,11296,0.24582252,75.41774762,CC=C1OCC=C1
9514,10367,0.24038205,75.96179456,FCC=NOC=O
9515,9206,0.34328451,65.67154936,NC1CN2CC1C2
9516,10298,0.25384541,74.61545924,NCCC=CC#C
9517,11548,0.28819880,71.18012026,CNc1ncn[nH]1
9518,10797,0.28053774,71.94622603,O=C1CCC1C#C
9519,11992,0.27151953,72.84804689,N=C(C=O)N1CC1
9520,11123,0.22387682,77.61231814,C=NN1CC=CC1
9521,9948,0.19341687,80.65831278,C=CCCCC#C
9522,12389,0.34725411,65.27458872,C1CC1CC2CN2
9523,10897,0.29543322,70.45667790,CCN1CC1C#N
9524,10185,0.60712008,39.28799239,CC#CCC=CF
9525,11377,0.34272257,65.72774321,N=Cn1nccn1
9526,12503,0.26591118,73.40888193,C1C2OC=NOC12
9527,8767,0.27635186,72.36481394,N=CNC1COC1
9528,11501,0.23288821,76.71117899,C#CC1=COCO1
9529,11223,0.21914188,78.08581196,O=CC1COC=C1
9530,11868,0.23972212,76.02778850,CN(C=O)C1CC1
9531,12649,0.26459475,73.54052549,CN1C2CC=CC12
9532,9241,0.19244630,80.75537010,NCC(CO)CO
9533,11702,0.28215214,71.78478590,NCc1ccon1
9534,9433,0.24445420,75.55458015,C=CN(C=N)N=C
9535,11519,0.27740860,72.25913955,CCc1cnc[nH]1
9536,10083,0.24858884,75.14111643,CN=CNCC=O
9537,12494,0.23737490,76.26250986,C1C=CCC2CC12
9538,11831,0.19136898,80.86310191,OCC(F)C1CN1
9539,12746,0.35401807,64.59819332,O=C1C=CC2OC12
9540,9170,0.27293634,72.70636577,O=C1OC2CC2O1
9541,9300,0.15515528,84.48447151,CNC(CO)C=O
9542,10295,0.27706359,72.29364112,CCON=CC=O
9543,12360,0.28730376,71.26962436,CC1(CN1)C2CO2
9544,10973,0.19510362,80.48963782,CCC1CCCN1
9545,9358,0.20158977,79.84102317,FCC(C=C)C=O
9546,11460,0.30174697,69.82530336,COC1=NOCO1
9547,11410,0.22197401,77.80259876,NCC1=COCC1
9548,9696,0.22228755,77.77124523,CCC1(CC)CN1
9549,9770,0.23794022,76.20597773,CCCOCOC
9550,12384,0.47852761,52.14723891,N1C2C=CC1C=C2
9551,9248,0.20168222,79.83177799,CCC(CC)NC
9552,11725,0.24776458,75.22354183,OCc1conn1
9553,8932,0.20841845,79.15815493,NC1CC1C=CF
9554,9632,0.26484664,73.51533601,ONC(=NO)C#C
9555,9306,0.19538536,80.46146418,CCC(OC)C=O
9556,9892,0.18741634,81.25836627,FCCOCC#C
9557,11297,0.24389639,75.61036128,FC=C1OCC=C1
9558,9019,0.20866304,79.13369589,FC(=C)C1CCN1
9559,9522,0.22628910,77.37108952,CNC(NC)=NO
9560,12016,0.23384938,76.61506196,CC(=NO)C1CN1
9561,11750,0.26110369,73.88963142,C=Cc1cc[nH]c1
9562,10671,0.21154528,78.84547240,NCC1NCC1F
9563,8850,0.21989621,78.01037905,CCOC1CC1F
9564,8920,0.26604561,73.39543947,CC1CN1NC=O
9565,12732,0.27243106,72.75689393,NC1C=CC2OC12
9566,10525,0.25586245,74.41375545,CCC#CCNC
9567,12703,0.27610114,72.38988551,C=C1OCC2NC12
9568,12786,0.34550855,65.44914458,FC1C2CCC1O2
9569,10846,0.26775287,73.22471261,CCN1CC1CF
9570,12181,0.28914118,71.08588198,O=CC=CC1CO1
9571,10485,0.22607565,77.39243519,NC=CC=NN=C
9572,10689,0.21663886,78.33611403,FCC1OCC1F
9573,11101,0.20375167,79.62483307,O=CC1CC=CC1
9574,11430,0.22768060,77.23194004,NCC1=NOCC1
9575,8964,0.27101108,72.89889203,CC#CC1NC1C
9576,12366,0.33900931,66.09906881,C1CC2CC1CN2
9577,8779,0.26620700,73.37929981,C=CCN1CCC1
9578,9278,0.18987064,81.01293604,CCC(CO)C=O
9579,11658,0.36577010,63.42298969,C#Cc1c[nH]cn1
9580,12202,0.31250580,68.74941953,OCC#CC1CN1
9581,12268,0.20699438,79.30056157,CNC1C(O)C1F
9582,12499,0.34446301,65.55369923,C1C2NC=NNC12
9583,12234,0.24305165,75.69483524,CC1C(F)C1CO
9584,9906,0.17852611,82.14738857,C=CCCNN=C
9585,12485,0.40497288,59.50271185,C1CCC2NC2C1
9586,8902,0.21808460,78.19153969,FC1CC1OC=O
9587,11254,0.22191737,77.80826267,NN=C1CCC=C1
9588,9813,0.15180790,84.81920963,OCCCOC=C
9589,10940,0.28167574,71.83242646,C=CC1CC1C#C
9590,11575,0.22495451,77.50454929,NCc1cnno1
9591,9669,0.38742464,61.25753589,NN=C(C=C)C#C
9592,8971,0.20822146,79.17785423,FC(F)C1CCC1
9593,12417,0.24428106,75.57189416,C1CNN=CNN1
9594,11189,0.19403516,80.59648432,CNC1CNN=C1
9595,8886,0.20199169,79.80083063,NC1CC1NC=O
9596,9642,0.26337163,73.66283700,NC=C(C=C)C#N
9597,10071,0.16917558,83.08244150,FC=CCOC=O
9598,11436,0.24020414,75.97958598,OCC1=NCCN1
9599,9707,0.24619188,75.38081184,CCC1(CN)CO1
9600,10560,0.21965726,78.03427413,CCC#CCC#N
9601,12676,0.18674570,81.32542997,OC1CCC2OC12
9602,11044,0.21760792,78.23920799,ON=C1CCNN1
9603,10152,0.18918155,81.08184503,NN=CCC=CF
9604,12533,0.40023633,59.97636727,O1C2C=NN=CC12
9605,11488,0.35682324,64.31767554,O=CC1=COCO1
9606,10125,0.27329339,72.67066133,FC=COCC#C
9607,9900,0.24496129,75.50387051,C=CCCNC=N
9608,9457,0.17646972,82.35302848,NCC(CN)=CF
9609,8828,0.20003927,79.99607320,NCCC1CC1O
9610,10556,0.26064606,73.93539361,NCC#CCC=C
9611,12753,0.22611145,77.38885537,O=C1C=CC2CN12
9612,10688,0.20161134,79.83886562,OCC1OCC1F
9613,12693,0.23707866,76.29213410,N=C1NNC2CC12
9614,10928,0.29989482,70.01051759,O=CC1OC1C=O
9615,11540,0.23249709,76.75029066,CNc1ncc[nH]1
9616,12708,0.25496974,74.50302615,O=C1NCC2OC12
9617,12526,0.32782842,67.21715767,C1OC=NN2CC12
9618,10557,0.38624165,61.37583450,OCC#CCC=C
9619,12478,0.28318313,71.68168664,C1CC2CC2CO1
9620,12398,0.32758141,67.24185898,C1CCCNCC1
9621,10862,0.28103044,71.89695585,COC1CC1C#N
9622,10055,0.19634125,80.36587540,ON=CCCC#N
9623,10493,0.26733792,73.26620752,FC=CC=CC#C
9624,9064,0.21260148,78.73985170,CC(C)C1CN1C
9625,10156,0.19895841,80.10415949,ON=CCC=NO
9626,11984,0.30476163,69.52383650,O=C(C#N)C1CN1
9627,12361,0.33728802,66.27119836,CC1(CO1)C2CC2
9628,9826,0.24711919,75.28808146,COCCON=C
9629,9099,0.23344963,76.65503712,CC1OC1C(C)=C
9630,12619,0.29944185,70.05581543,OC1C2CCOC12
9631,10732,0.20531175,79.46882452,CN1CCC1C=O
9632,12267,0.21779165,78.22083524,CNC1C(O)C1O
9633,10118,0.25269103,74.73089651,NN=CCCC#C
9634,11334,0.30709612,69.29038780,CCn1cncn1
9635,11536,0.28407485,71.59251493,CCc1ncc[nH]1
9636,8883,0.24397497,75.60250278,CC1CC1NC=N
9637,9158,0.26953077,73.04692303,OC1CC2CN2C1
9638,9843,0.18284385,81.71561542,FCCNCC=C
9639,9442,0.29309720,70.69027964,O=CC(C#C)C#N
9640,9245,0.22905183,77.09481658,OCC(CO)CF
9641,12544,0.23457005,76.54299466,C1NC2COCC12
9642,11480,0.26593352,73.40664820,N#CC1=NOCC1
9643,10212,0.17173335,82.82666450,CNCC=CCF
9644,9044,0.20265185,79.73481518,OC1CC1C(F)F
9645,8928,0.21811382,78.18861786,CC1CN1CC#C
9646,11053,0.23390275,76.60972478,FC=C1COCO1
9647,10438,0.22501236,77.49876425,CCC=CC=CC
9648,12295,0.26654659,73.34534112,NC1C(N)C1C=C
9649,10369,0.20972407,79.02759261,C=CCC=CC=C
9650,9684,0.21554316,78.44568373,OCC1(CO)CC1
9651,10536,0.36350646,63.64935433,NCCC#CC=C
9652,11949,0.19071356,80.92864358,CNC(=N)C1CO1
9653,9006,0.19098961,80.90103903,OC(=O)C1CNC1
9654,11490,0.26284660,73.71533955,C=CC1=NOCO1
9655,12026,0.21685524,78.31447553,CCCCC1CC1
9656,12204,0.27636918,72.36308241,CCC#CC1CO1
9657,9299,0.16764619,83.23538103,CNC(CO)C=C
9658,8999,0.21898983,78.10101669,NC(=O)C1CCC1
9659,11706,0.26439732,73.56026840,CCc1c[nH]nn1
9660,11935,0.25359593,74.64040708,NNC(=N)C1CN1
9661,8968,0.24520329,75.47967129,CC(N)C1CCC1
9662,8943,0.25095037,74.90496315,ON=CC1CC1F
9663,11033,0.20756133,79.24386666,NN=C1CCNC1
9664,11183,0.20177517,79.82248311,CNC1CCC=C1
9665,11041,0.21513372,78.48662780,ON=C1CCCN1
9666,10199,0.18047891,81.95210870,OCCC=CCO
9667,10930,0.26538091,73.46190870,N#CC1OC1C#N
9668,12724,0.23778068,76.22193217,CN1C=NC2CC12
9669,11388,0.31618937,68.38106308,NN=C1C=CN=C1
9670,10888,0.23536535,76.46346493,OCC1CN1C=O
9671,11279,0.19611753,80.38824679,NNc1c[nH]nn1
9672,12686,0.22217166,77.78283382,O=C1CCC2CC12
9673,9662,0.24055863,75.94413724,FC=C(C=C)C#C
9674,11010,0.23448038,76.55196232,C=CC1OCCO1
9675,11539,0.27521080,72.47892045,FCc1ncc[nH]1
9676,11993,0.33787037,66.21296282,N=C(C#N)N1CC1
9677,11013,0.24968990,75.03100989,N=CN1CCCC1
9678,11556,0.21833953,78.16604666,CCc1ccco1
9679,8807,0.26113348,73.88665184,FC=CC1CCO1
9680,9067,0.20297735,79.70226479,CC(F)C1CN1C
9681,9193,0.29599452,70.40054755,FC1CC2CC1C2
9682,9376,0.22366608,77.63339225,CCN(C=C)C=O
9683,9543,0.21465892,78.53410822,COC(NN)=NO
9684,10955,0.23422500,76.57749974,CCC1CCCC1
9685,10262,0.20241104,79.75889574,FCCC=CC=O
9686,11573,0.30702710,69.29729050,COc1ccno1
9687,10559,0.26316796,73.68320376,CCC#CCC=O
9688,9517,0.20224377,79.77562265,COC(CO)=NO
9689,11378,0.36444122,63.55587811,O=Cn1nccn1
9690,10427,0.20446237,79.55376297,NCC=CCC#C
9691,9656,0.30772326,69.22767401,ON=C(C=C)C=O
9692,10040,0.21080820,78.91917959,COCOC=NO
9693,10734,0.27032080,72.96792018,CC1CCN1C=N
9694,10366,0.31301403,68.69859704,OCC=NOC=O
9695,10822,0.21983100,78.01690049,COC1CC1OC
9696,11643,0.29811275,70.18872536,C=Cc1ncco1
9697,9404,0.21532169,78.46783079,CNC(C#C)C#N
9698,8805,0.21051930,78.94806963,ON=CC1CCN1
9699,11502,0.22946291,77.05370850,C#CC1=NOCO1
9700,12342,0.31362085,68.63791529,C1CC12OC=CO2
9701,8899,0.21834797,78.16520293,OC1CC1OC=C
9702,9109,0.23325426,76.67457407,CN1CC1C(O)=O
9703,11644,0.33474323,66.52567694,O=Cc1ncco1
9704,9438,0.21415484,78.58451557,C=CC(C=C)C#C
9705,12764,0.40035167,59.96483297,CC1=CCN2CC12
9706,10091,0.18957315,81.04268451,NN=CNNC=N
9707,12114,0.28285043,71.71495729,ON=CCC1CC1
9708,12522,0.23779260,76.22074014,C1CC2CN2C=N1
9709,11280,0.19207220,80.79278007,ONc1c[nH]nn1
9710,9375,0.17639280,82.36072048,CCN(C=C)C=N
9711,8790,0.24425206,75.57479412,CC=CC1CCC1
9712,9708,0.25298853,74.70114711,CCC1(CO)CO1
9713,12837,0.45575217,54.42478326,C1C2OC1C3CC23
9714,11148,0.24883135,75.11686528,NN=C1CC=CO1
9715,11744,0.33675689,66.32431143,FCc1nnon1
9716,9055,0.19371239,80.62876142,CC(N)C1NC1C
9717,12631,0.29019351,70.98064924,OC1C2CC=CC12
9718,10387,0.25408663,74.59133742,C=NNC=CC=O
9719,9567,0.18786223,81.21377670,CC=C(CF)C=C
9720,12829,0.41046522,58.95347781,C1OCC1C2CO2
9721,9003,0.28877784,71.12221578,CC(=O)C1CNC1
9722,11045,0.20792671,79.20732937,CN=C1CCON1
9723,12007,0.21806462,78.19353750,CC=C(F)C1CC1
9724,9926,0.25445207,74.55479285,C=CCNCC#N
9725,12853,0.37896828,62.10317229,C1C2OC2C3OC13
9726,10512,0.24039297,75.96070309,CCCC#CCF
9727,12757,0.21052401,78.94759897,CC1=COC2CC12
9728,11155,0.34085024,65.91497644,CN=c1[nH]cn[nH]1
9729,11503,0.21237899,78.76210054,CCC1=CC=CC1
9730,12711,0.25821716,74.17828388,C=C1CCN2CC12
9731,11579,0.21149591,78.85040877,COc1cnno1
9732,11710,0.27505484,72.49451550,COc1c[nH]nn1
9733,12369,0.48989790,51.01020952,C1NC2COC1C2
9734,11941,0.26072977,73.92702320,COC(=O)C1CN1
9735,11051,0.25837498,74.16250163,ON=C1CCCO1
9736,12053,0.18818095,81.18190528,OCCCC1CO1
9737,11893,0.25075730,74.92426987,FC(C#N)C1CO1
9738,9772,0.28647631,71.35236930,COCOCCO
9739,9580,0.24913111,75.08688885,NN=C(CO)C=C
9740,11036,0.17579692,82.42030807,FC=C1CCOC1
9741,9331,0.23256459,76.74354086,NCC(CF)C#C
9742,12283,0.21656815,78.34318525,CC1C(CF)N1C
9743,11015,0.22080987,77.91901337,C=NN1CCCC1
9744,12259,0.20276865,79.72313457,FCC1C(F)C1F
9745,12738,0.30354787,69.64521344,OC1C=NN2CC12
9746,12091,0.18260887,81.73911336,O=COCC1CN1
9747,11982,0.26650573,73.34942698,C=CC(=O)C1CN1
9748,10518,0.30717988,69.28201192,NCC#CCCO
9749,10390,0.24032393,75.96760668,C=CN=CNC=O
9750,11532,0.25173542,74.82645799,OCc1cnn[nH]1
9751,10246,0.21847317,78.15268281,CCNN=CCO
9752,11892,0.23255172,76.74482817,FC(C=O)C1CO1
9753,11020,0.25214934,74.78506577,C#CC1CCCC1
9754,11363,0.36202965,63.79703536,C=Nn1cccn1
9755,10949,0.41890632,58.10936828,N=CN1CC1C#C
9756,8782,0.27181376,72.81862387,N=CNN1CCC1
9757,10090,0.20140010,79.85998969,CN=CNNC=N
9758,10110,0.19055229,80.94477145,CC=NOCC=O
9759,12355,0.31214359,68.78564072,NC1(CC1)C2CO2
9760,11607,0.42873194,57.12680555,C=CC1=NN=CC1
9761,12109,0.21827041,78.17295864,C#CCCC1CO1
9762,11918,0.27466271,72.53372882,FCC(=O)C1CC1
9763,10629,0.18016313,81.98368675,NC1CCC1CF
9764,9232,0.20637356,79.36264381,CCC(CN)CN
9765,11324,0.32889670,67.11032954,COn1ccnc1
9766,8880,0.20590535,79.40946540,FC1CC1CC=C
9767,11770,0.35954088,64.04591167,C=Cc1cocn1
9768,10170,0.23728576,76.27142420,CC=NN=CNN
9769,10730,0.28282013,71.71798663,FC1COC1C#N
9770,10184,0.20996158,79.00384209,CC=CCC#CC
9771,10781,0.22148307,77.85169345,C=CC1CNC1=O
9772,9161,0.21616943,78.38305739,O=C1CC2CC2C1
9773,12344,0.38817989,61.18201110,C1NC12CC=CC2
9774,12261,0.23762321,76.23767897,CNC1C(C)C1N
9775,9781,0.19663345,80.33665481,OCCCCC#N
9776,12231,0.18123879,81.87612122,CC1C(O)C1CF
9777,9531,0.27017707,72.98229318,NNC(NN)=NO
9778,9275,0.18634478,81.36552153,CCC(CC)C#N
9779,10880,0.24533933,75.46606739,FCC1OC1C=C
9780,11400,0.32222297,67.77770330,O=Nc1c[nH]cn1
9781,10579,0.33386532,66.61346792,OCC#CCC#C
9782,11571,0.22781786,77.21821447,FCc1ccno1
9783,11085,0.19667464,80.33253557,COC1CC=CO1
9784,8958,0.26596011,73.40398893,CC1CN1C=NO
9785,11905,0.22201532,77.79846823,OC(C#C)C1CN1
9786,12400,0.28076493,71.92350660,C1CCOCOC1
9787,12218,0.24014225,75.98577524,C#CC#CC1CN1
9788,12034,0.26715818,73.28418243,CCCNC1CC1
9789,9145,0.22001259,77.99874125,CN1CC2CC2C1
9790,12154,0.23334747,76.66525310,COC=CC1CN1
9791,12834,0.39499562,60.50043816,C1CN1C2COC2
9792,11953,0.20804013,79.19598721,NNC(=O)C1CO1
9793,11367,0.37996335,62.00366482,C=Nn1ccnn1
9794,10460,0.22362403,77.63759705,CNN=CC=CN
9795,8936,0.24809576,75.19042366,FC=CC1CC1F
9796,8926,0.20793215,79.20678488,CC1OC1CC#C
9797,9957,0.21397770,78.60222959,C=CCNCC#C
9798,10764,0.20867818,79.13218239,NCC1COC1=O
9799,10678,0.20763165,79.23683527,CCC1OCC1N
9800,11105,0.26362443,73.63755702,N#CC1CC=NN1
9801,9369,0.17668573,82.33142724,COC(C=C)C=C
9802,10329,0.23565759,76.43424056,CCC=CNC=O
9803,8847,0.20438051,79.56194931,CCOC1CC1C
9804,9129,0.35549020,64.45097980,C1CN2CC(C2)O1
9805,12134,0.23343462,76.65653760,NN=CCN1CC1
9806,9455,0.20448661,79.55133899,CCC(CF)=CF
9807,12354,0.25547025,74.45297457,CC1(CC1)C2CO2
9808,11819,0.24341495,75.65850491,CC(CO)C1CN1
9809,11408,0.21906026,78.09397448,COC1=CCCC1
9810,11424,0.20394085,79.60591520,CCC1=NNCC1
9811,9860,0.20552839,79.44716149,OCCOCC#N
9812,10107,0.21528599,78.47140111,ON=COCC=O
9813,9620,0.22083637,77.91636294,CCC(=NN)C#C
9814,12601,0.31519828,68.48017175,CC1C2CCCC12
9815,11876,0.22765994,77.23400596,CC(C#N)C1CN1
9816,12184,0.24830490,75.16951020,O=CC=CN1CC1
9817,12106,0.24287139,75.71286128,C#CCNC1CC1
9818,10569,0.36342350,63.65764967,C=CC#CCC#N
9819,10972,0.22627686,77.37231448,COC1CCOC1
9820,9735,0.24403830,75.59616952,CNCCCOC
9821,9589,0.20670499,79.32950061,CN=C(NN)C=C
9822,11842,0.25956412,74.04358768,NC(CF)C1CO1
9823,10414,0.17379251,82.62074914,O=CON=CC=O
