N_ele,N_states,sum_f_k
56,2730,44.4629
56,2625,44.5703
56,2520,44.5913
56,2415,44.7441
56,2835,44.3404
56,2730,44.46
56,2520,44.6754
56,2835,44.5045
56,2730,44.5746
56,2625,44.5842
56,2520,44.7304
54,2620,42.027
54,2420,42.089
54,2520,42.1252
54,2420,42.1389
54,2220,42.1933
54,2320,42.2976
54,2120,42.353
54,2420,42.1964
54,2320,42.2605
54,2320,42.2814
54,2220,42.346
54,2220,42.2829
54,2120,42.3465
54,2120,42.4369
54,2020,42.4968
54,2420,42.2929
54,2220,42.3462
54,2320,42.3888
54,2120,42.4382
54,2220,42.3935
54,2020,42.4375
54,2120,42.5393
54,1920,42.5773
54,2520,42.1593
54,2320,42.2249
54,2320,42.271
54,2220,42.3405
54,2420,42.26
54,2220,42.3291
54,2220,42.3569
54,2120,42.4486
54,2420,42.1837
54,2320,42.2484
54,2320,42.3505
54,2220,42.3862
54,2220,42.445
54,2120,42.486
54,2420,42.2787
54,2220,42.3321
54,2220,42.4739
54,2120,42.4921
54,2020,42.5716
54,2220,42.4485
54,2020,42.506
54,2020,42.5748
54,1920,42.6035
54,2520,42.2693
54,2320,42.3322
54,2320,42.372
54,2220,42.4515
52,2318,39.9107
52,2128,39.9492
52,1938,39.9981
52,2128,40.0406
52,2033,40.0982
52,1938,40.0863
52,1843,40.1405
52,2128,40.109
52,1938,40.1404
52,1938,40.1604
52,1748,40.195
52,1938,40.1303
52,1843,40.1977
52,1748,40.268
52,1748,40.215
52,1653,40.2979
52,2128,40.083
52,2033,40.1468
52,2033,40.078
52,1938,40.136
52,1843,40.2042
52,2033,40.2341
52,1938,40.2588
52,1938,40.2219
52,1843,40.2443
52,1843,40.2743
52,1748,40.2932
52,1938,40.2875
52,1843,40.3162
52,1938,40.2718
52,1843,40.2908
52,1748,40.3116
52,1843,40.3262
52,1748,40.3635
52,1653,40.3606
52,1843,40.3349
52,1748,40.3662
52,1653,40.3915
52,1748,40.3871
52,1653,40.4038
52,1653,40.4366
52,1558,40.4242
52,2128,40.1211
52,1938,40.1684
52,1748,40.2335
52,1748,40.3242
52,1653,40.3291
52,1748,40.345
52,1558,40.3907
52,1748,40.4305
52,1653,40.4441
52,1558,40.4589
52,1558,40.4636
52,1463,40.4703
54,2620,42.0342
54,2520,42.1327
54,2420,42.1389
54,2320,42.2878
54,2420,42.1672
54,2320,42.1999
54,2220,42.3439
54,2220,42.2354
54,2120,42.3798
54,2020,42.5426
54,2520,42.1296
54,2420,42.2329
54,2420,42.2216
54,2320,42.3195
54,2220,42.3434
54,2120,42.4711
54,2420,42.3076
54,2320,42.2673
54,2220,42.2705
52,2318,39.8949
52,2128,39.9849
52,2223,39.9375
52,2128,39.9801
52,1938,40.0518
52,2033,40.1453
52,1843,40.2129
52,2128,40.0124
52,2033,40.0669
52,2128,40.0792
52,1938,40.1328
52,2033,40.1458
52,2033,40.0976
52,1938,40.184
52,1938,40.0769
52,1843,40.1507
52,1843,40.0769
52,1748,40.1567
52,2128,40.0314
52,1938,40.0932
52,2033,40.1233
52,1938,40.0962
52,1938,40.0982
52,1843,40.0693
52,1843,40.0794
52,1748,40.0485
52,1938,40.2406
52,1843,40.2956
52,1843,40.2108
52,1748,40.2617
52,1748,40.2109
52,1653,40.2216
52,1938,40.0809
52,1843,40.0513
52,1843,40.1352
52,1748,40.175
52,1843,40.2706
52,1748,40.2477
52,1653,40.2227
52,1843,40.3066
52,1748,40.3109
52,1748,40.2865
52,1653,40.2945
52,1653,40.2529
52,1558,40.2685
52,1748,40.1753
52,1748,40.185
52,1653,40.1772
50,2034,37.7521
50,1854,37.8154
50,1674,37.8703
50,1854,37.917
50,1764,37.9734
50,1764,37.9149
50,1674,37.9685
50,1584,38.0184
50,1764,37.9199
50,1674,37.9728
50,1674,37.919
50,1584,37.9702
50,1584,37.9631
50,1494,38.0151
50,1854,37.9451
50,1674,37.9979
50,1494,38.0459
50,1494,37.9882
50,1404,38.0338
54,2620,42.0132
54,2320,42.3
54,2520,42.1135
54,2220,42.377
54,2420,42.1299
54,2120,42.3525
54,2320,42.2744
54,2020,42.5271
54,2420,42.0949
54,2420,42.2505
54,2120,42.5157
54,2320,42.1911
54,2420,42.2147
54,2420,42.263
54,2220,42.4527
54,2120,42.4201
54,2520,42.2541
54,2220,42.5031
52,2318,39.8746
52,2033,40.1262
52,2128,39.9247
52,1843,40.1795
52,2128,40.0248
52,1843,40.2703
52,2033,40.0824
52,1748,40.3279
52,2033,39.9782
52,1938,40.0282
52,2128,40.0817
52,1843,40.3142
52,1938,40.1306
52,1653,40.3615
52,1843,40.0453
52,2128,40.0457
52,2033,40.1094
52,2128,40.0449
52,2033,40.0555
52,1938,40.1174
52,2033,40.1943
52,1938,40.2943
52,1843,40.2821
52,1748,40.3875
52,1938,40.2208
52,1843,40.3196
52,1748,40.3024
52,1653,40.4094
52,1938,40.1597
52,1843,40.3168
52,1748,40.2782
52,1843,40.2198
52,1748,40.3435
52,1653,40.301
52,1938,40.2561
52,1843,40.3681
52,1748,40.3382
52,1653,40.4396
52,1843,40.2647
52,1748,40.3774
52,1653,40.3464
52,1558,40.4461
52,1843,40.2182
52,1748,40.3645
52,1653,40.3159
52,1748,40.2432
52,1653,40.3807
52,1558,40.3304
52,2128,40.0949
52,1938,40.1521
52,1938,40.2645
52,1843,40.3853
52,1748,40.3511
52,1653,40.4429
52,1843,40.2672
52,1748,40.3849
52,1653,40.3462
52,1558,40.4391
52,1843,40.2468
52,1748,40.4218
52,1653,40.3537
52,1558,40.4334
52,1748,40.2477
52,1653,40.4241
52,1558,40.3519
52,1463,40.4265
52,1748,40.3021
52,1653,40.4359
52,1558,40.3905
52,1463,40.4733
52,1653,40.2604
52,1558,40.4407
52,1463,40.3645
52,1368,40.4362
52,2318,39.8724
52,2033,40.1136
52,1748,40.3587
52,2128,39.8114
52,2223,40.0076
52,2128,40.1262
52,2033,40.1097
52,1938,40.2234
52,2033,40.2315
52,1938,40.2288
52,1843,40.3433
52,1843,40.2102
52,1748,40.3251
52,1653,40.4349
52,2128,39.9957
52,2033,40.1466
52,1938,40.1225
52,2033,40.1124
52,1938,40.2601
52,1843,40.2366
52,1938,40.0889
52,1843,40.2348
52,1748,40.216
52,1843,40.2016
52,1748,40.3561
52,1653,40.3316
52,2033,39.9607
52,1938,40.1548
52,1843,40.1026
52,1843,40.273
52,1748,40.2544
52,1653,40.2251
52,2128,40.0761
52,2033,40.2017
52,1938,40.1682
52,1843,40.2664
52,1938,40.3169
52,1843,40.2947
52,1748,40.3942
52,1748,40.2622
52,1653,40.3596
52,1558,40.4543
52,2033,40.055
52,1938,40.2326
52,1843,40.1628
52,1748,40.2442
52,1938,40.1783
52,1843,40.3457
52,1748,40.2816
52,1653,40.3671
52,1843,40.143
52,1748,40.32
52,1653,40.2527
52,1558,40.3368
52,1748,40.2403
52,1653,40.4246
52,1558,40.354
52,1463,40.4322
52,1938,40.0506
52,1843,40.2294
52,1748,40.1578
52,1653,40.2392
52,1748,40.3932
52,1653,40.3316
52,1558,40.4207
52,1558,40.2644
52,1463,40.346
52,1368,40.4232
54,2620,42.0362
54,2320,42.2966
54,2520,42.1182
54,2220,42.3249
54,2420,42.1486
54,2120,42.3678
54,2320,42.2892
54,2020,42.5247
54,2420,42.2765
54,2320,42.3484
54,2220,42.3541
54,2120,42.5012
54,2520,42.1311
54,2220,42.3807
54,2420,42.2385
54,2120,42.4887
54,2420,42.1985
52,2318,39.9035
52,2033,40.1418
52,2128,39.9686
52,2033,40.0985
52,1843,40.214
52,2033,40.0892
52,1938,40.2058
52,2128,40.0907
52,1938,40.1553
52,1843,40.2773
52,2128,40.0643
52,2033,40.1723
52,1843,40.2871
52,2033,40.0983
52,1938,40.2194
52,1748,40.3202
52,2033,40.0638
52,1938,40.1999
52,1843,40.1673
52,1748,40.2821
52,1938,40.0428
52,1843,40.3115
52,1748,40.1468
52,1653,40.2568
52,1938,40.1204
52,1843,40.2568
52,1748,40.2089
52,1653,40.2931
52,1843,40.0858
52,1748,40.2231
52,1653,40.1762
52,1558,40.258
52,2128,40.1084
52,1843,40.3305
52,1938,40.1469
52,1843,40.2727
52,1653,40.3701
52,1843,40.1841
52,1748,40.3479
52,1653,40.3073
52,1558,40.415
52,1843,40.3459
52,1748,40.2983
52,1748,40.3991
52,1653,40.3461
52,1843,40.2228
52,1748,40.41
52,1653,40.3387
52,1558,40.412
52,1748,40.2617
52,1653,40.4522
52,1558,40.3767
52,1463,40.452
52,1748,40.4266
52,1653,40.366
52,1653,40.4408
52,1558,40.382
52,2318,39.8716
52,2033,40.0949
52,2223,39.9665
52,1938,40.139
52,2128,40.017
52,1843,40.1962
52,2033,40.1524
52,1748,40.3668
52,2223,40.0614
52,2128,40.1569
52,1938,40.2801
52,2128,40.0429
52,2033,40.143
52,1938,40.1301
52,1843,40.2609
52,2033,40.0181
52,1938,40.1155
52,1843,40.1021
52,1748,40.2287
52,2128,40.0567
52,2033,40.181
52,1938,40.1519
52,1843,40.2777
52,2033,40.0439
52,1938,40.1635
52,1843,40.1268
52,1748,40.25
52,1938,40.0082
52,1843,40.1335
52,1748,40.1058
52,1653,40.2135
52,2128,39.9822
52,2033,40.1025
52,1843,40.2184
52,2033,39.9586
52,1938,40.0644
52,1843,40.0516
52,1748,40.1772
52,1938,39.9448
52,1843,40.0517
52,1748,40.0339
52,1653,40.1546
52,2033,39.9743
52,1938,40.0983
52,1843,40.0762
52,1748,40.1853
52,1938,39.9234
52,1843,40.0446
52,1748,40.0218
52,1653,40.1272
52,1843,39.8866
52,1748,40.0163
52,1653,39.993
52,1558,40.0877
52,2128,39.976
52,1843,40.2105
52,2033,39.9546
52,1748,40.1751
52,1938,39.943
52,1653,40.1535
52,2033,40.0089
52,1938,40.1942
52,1843,40.1447
52,1938,39.9805
52,1843,40.1626
52,1748,40.1046
52,1843,39.9646
52,1748,40.1398
52,1653,40.0805
52,2033,39.9314
52,1748,40.1548
52,1938,39.8991
52,1843,40.0928
52,1748,40.0287
50,2034,37.7511
50,1764,37.947
50,1854,37.8349
50,1764,37.9455
50,1584,38.0256
50,1764,37.8179
50,1674,37.937
50,1854,37.7577
50,1764,37.8569
50,1584,37.9513
50,1764,37.8317
50,1674,37.9414
50,1494,38.0301
50,1854,37.7568
50,1764,37.8234
50,1764,37.7364
50,1674,37.7943
50,1764,37.7469
50,1674,37.819
52,2318,39.88
52,2033,40.124
52,2033,40.1026
52,1748,40.3482
52,2223,39.9959
52,2128,40.1158
52,2033,40.0988
52,1938,40.2122
52,2128,40.0946
52,2033,40.2075
52,1938,40.1922
52,1843,40.3061
52,1843,40.1825
52,1748,40.2929
52,1938,40.2193
52,1843,40.3363
52,1748,40.3182
52,1653,40.4213
52,2128,40.0643
52,2033,40.1962
52,1938,40.143
52,1843,40.2492
52,2033,40.1766
52,1938,40.3
52,1843,40.2493
52,1748,40.3546
52,1748,40.2268
52,1653,40.331
52,1843,40.2694
52,1748,40.3985
52,1653,40.3618
52,1558,40.4453
52,2128,39.9201
52,2033,40.0487
52,1843,40.1353
52,1843,40.1525
52,1748,40.2933
52,1653,40.257
52,1558,40.3617
52,2033,39.9583
52,1938,40.1645
52,1843,40.0496
52,1748,40.1343
52,1748,40.1868
52,1653,40.3261
52,1558,40.2796
52,1463,40.3573
52,2033,40.1487
52,1938,40.1192
52,1938,40.2682
52,1843,40.2389
52,1938,40.0855
52,1843,40.2447
52,1748,40.2144
52,1748,40.3606
52,1653,40.3288
52,2033,40.0461
52,1938,40.2312
52,1843,40.1618
52,1748,40.2358
52,1938,40.1875
52,1843,40.3695
52,1748,40.2969
52,1653,40.3734
52,1843,40.1432
52,1748,40.3271
52,1653,40.2568
52,1558,40.3299
52,1748,40.2466
52,1653,40.4319
52,1558,40.3599
52,1463,40.4314
52,1938,40.2279
52,1938,40.1319
52,1843,40.089
52,1843,40.3149
52,1748,40.2675
52,1843,40.1068
52,1748,40.2728
52,1653,40.2176
52,1938,40.0059
52,1843,40.1954
52,1748,40.1101
52,1653,40.1828
52,1843,40.201
52,1748,40.3841
52,1653,40.3068
52,1558,40.3795
52,1748,40.1452
52,1653,40.3337
52,1558,40.2406
52,1463,40.3102
54,2620,41.7458
54,2520,41.8388
54,2420,41.8866
54,2320,42.0445
54,2520,41.9039
54,2420,41.9985
54,2320,42.0397
54,2220,42.1947
54,2420,42.0044
54,2320,42.102
54,2220,42.1354
54,2120,42.2878
54,2520,41.8835
54,2420,41.9896
54,2520,41.859
54,2420,42.0134
54,2520,41.9083
54,2420,42.0084
54,2320,42.066
54,2220,42.2184
52,2318,39.5585
52,2223,39.6521
52,2128,39.6838
52,2033,39.8378
52,2223,39.7011
52,2128,39.8519
56,2940,44.2613
56,2835,44.3282
56,2730,44.3592
56,2625,44.5072
56,2835,44.3335
56,2730,44.4147
56,2625,44.4395
56,2520,44.5838
56,2730,44.3393
56,2625,44.4206
56,2520,44.4332
56,2415,44.5874
56,2625,44.4857
56,2520,44.559
56,2415,44.5743
56,2310,44.7287
56,2835,44.4497
56,2730,44.5316
56,2625,44.5063
56,2520,44.6695
56,2730,44.5411
56,2625,44.6267
56,2520,44.6031
56,2415,44.7357
56,2835,44.361
56,2730,44.4338
56,2625,44.5249
56,2520,44.6031
56,2730,44.4731
56,2625,44.5077
56,2520,44.5747
56,2415,44.6703
56,2835,44.4579
56,2730,44.5421
56,2625,44.5682
56,2520,44.7132
56,2730,44.6398
56,2625,44.7258
56,2835,44.4239
56,2730,44.5039
56,2625,44.5038
56,2520,44.6407
54,2620,42.0751
54,2420,42.0779
52,2223,39.9379
54,2520,42.1571
54,2420,42.169
54,2220,42.1583
52,2033,39.9922
54,2320,42.3093
54,2120,42.2987
52,1938,40.1321
54,2520,42.2349
54,2320,42.2194
52,2128,40.0423
54,2420,42.3083
54,2220,42.2837
52,2033,40.1027
54,2520,42.2962
54,2320,42.2938
52,2128,40.1192
54,2420,42.333
54,2320,42.3664
54,2320,42.4317
54,2220,42.443
54,2220,42.3833
54,2120,42.4117
54,2120,42.5434
54,2020,42.5518
54,2420,42.2335
54,2320,42.3085
54,2220,42.2921
54,2120,42.4344
52,2318,40.0506
52,2223,40.1057
52,2128,40.1129
52,2033,40.2578
52,2223,40.1636
52,2128,40.2415
52,2223,40.2401
54,2420,42.1284
54,2220,42.232
54,2120,42.3736
54,2320,42.3317
54,2220,42.4023
54,2320,42.2654
54,2220,42.3309
54,2120,42.3441
54,2020,42.4926
54,2220,42.2987
54,2120,42.3669
54,2020,42.343
54,1920,42.4898
54,2320,42.27
52,2128,39.9622
52,1938,39.9463
50,1764,37.7837
52,2033,40.1137
52,1843,40.0897
50,1674,37.9027
52,1938,40.1322
52,1748,40.0971
50,1584,37.9119
52,1938,40.0928
52,1843,40.1712
52,1938,40.0904
50,1854,37.9017
50,1764,38.033
50,1674,38.0581
56,2940,44.2366
56,2835,44.3104
56,2730,44.3676
56,2625,44.5343
56,2310,44.74
56,2835,44.3181
56,2730,44.4304
56,2835,44.5498
56,2835,44.3489
56,2730,44.4064
56,2625,44.4643
56,2520,44.6268
56,2205,44.8552
56,2730,44.623
56,2730,44.3912
56,2625,44.4526
56,2520,44.5251
56,2415,44.6737
56,2100,44.8736
56,2625,44.6838
56,2835,44.3772
56,2730,44.4591
56,2625,44.4867
56,2520,44.6601
56,2205,44.875
54,2620,42.1133
54,2420,42.1503
54,2420,42.212
54,2320,42.294
54,2220,42.2256
54,2320,42.3929
54,2420,42.1722
54,2320,42.2431
54,2320,42.323
54,2220,42.4082
54,2420,42.3026
54,2220,42.3166
54,2220,42.4066
54,2120,42.4673
54,2520,42.1977
54,2320,42.2416
54,2320,42.2969
54,2220,42.3868
54,2120,42.3125
54,2220,42.4628
54,2420,42.2547
54,2220,42.2825
54,2220,42.3715
54,2120,42.446
54,2020,42.3919
54,2120,42.5176
54,2520,42.2538
54,2320,42.2495
54,2320,42.3421
54,2220,42.4261
54,2120,42.4064
54,2220,42.4974
54,2320,42.2814
54,2220,42.3727
54,2220,42.4747
54,2120,42.5475
54,2620,42.1684
54,2320,42.3505
54,2020,42.5525
54,2520,42.2689
54,2220,42.524
54,1920,42.6007
54,2420,42.3092
54,2120,42.4657
54,1820,42.6822
54,2420,42.222
56,2940,44.1198
56,2835,44.2358
56,2730,44.2726
56,2625,44.4427
56,2835,44.3069
56,2730,44.4284
56,2625,44.466
56,2520,44.6314
56,2730,44.4392
56,2625,44.5608
56,2520,44.5919
56,2415,44.7544
56,2835,44.3318
56,2730,44.4364
56,2625,44.4568
56,2520,44.6187
56,2730,44.4453
56,2625,44.5527
56,2520,44.5526
56,2415,44.7147
56,2520,44.7496
56,2415,44.813
56,2310,44.8199
56,2205,44.9642
56,2835,44.2897
56,2730,44.4954
56,2625,44.6057
56,2730,44.4471
56,2520,44.7544
56,2625,44.6485
56,2520,44.7605
56,2520,44.759
56,2310,45.0572
56,2835,44.424
56,2730,44.6107
56,2625,44.7355
54,2620,42.0155
54,2420,42.0296
54,2520,42.191
54,2320,42.1981
54,2420,42.3057
54,2220,42.3185
54,2520,42.1967
54,2320,42.2084
54,2420,42.2884
54,2220,42.3037
54,2220,42.549
54,2020,42.6024
54,2420,42.1703
54,2320,42.2559
54,2320,42.3296
54,2220,42.3973
54,2220,42.3285
54,2120,42.4291
54,2320,42.3451
54,2220,42.4324
54,2220,42.4377
54,2120,42.526
54,2020,42.5857
54,1920,42.713
54,2420,42.2827
54,2220,42.3608
54,2220,42.5559
54,2020,42.6333
54,2320,42.4618
54,2120,42.5206
54,2220,42.5409
54,2020,42.6002
54,2320,42.3947
54,2220,42.4624
54,2220,42.4895
54,2120,42.5476
54,2120,42.5465
54,2020,42.6272
54,1920,42.6969
54,1820,42.8034
54,2220,42.5328
54,2120,42.5712
54,2120,42.6118
54,2020,42.6438
54,2020,42.6727
54,1920,42.7223
54,2020,42.6737
54,1820,42.9303
54,2620,41.9912
54,2520,42.077
54,2420,42.0994
54,2320,42.2634
54,2420,42.1558
54,2320,42.2383
54,2220,42.2621
54,2120,42.4131
54,2420,42.3369
54,2320,42.3865
54,2220,42.4091
54,2120,42.5698
54,2420,42.2684
54,2320,42.3552
54,2220,42.3802
54,2120,42.537
54,2320,42.2615
54,2220,42.3481
54,2120,42.3753
54,2020,42.5211
54,2420,42.2909
54,2420,42.1431
54,2320,42.3555
54,2320,42.3604
54,2220,42.4477
54,2220,42.4419
54,2420,42.2554
54,2320,42.2552
54,2220,42.4218
54,2220,42.4586
54,2220,42.4913
54,2120,42.4973
54,2120,42.4922
54,2520,42.1514
54,2420,42.3246
54,2220,42.5879
54,2120,42.5456
54,2020,42.5994
54,2520,42.2995
54,2320,42.4448
52,2318,39.8621
52,2128,39.8975
52,2128,39.9971
52,1938,40.0458
52,2128,40.1452
52,1938,40.2381
52,2128,40.1233
52,1938,40.1927
52,2033,40.1037
52,1843,40.1399
52,2128,40.0549
52,2033,40.1205
52,2128,40.1778
52,2033,40.1553
52,1938,40.2173
52,2033,40.0431
52,1938,40.1135
52,2033,40.2013
52,1938,40.1774
52,1843,40.244
52,1938,40.2397
52,1843,40.3447
52,1938,40.2755
52,1843,40.3404
52,1938,40.2965
52,1843,40.2701
52,1748,40.3307
52,1843,40.2736
52,1748,40.3494
52,2128,40.1361
52,1938,40.1897
52,1843,40.1615
52,1938,40.2518
52,1748,40.2933
52,1748,40.2999
52,1938,40.3479
52,1748,40.39
52,1843,40.336
52,1653,40.3632
52,1653,40.3567
52,2128,40.0997
52,2033,40.1818
52,2033,40.2687
52,1938,40.317
52,1938,40.2331
52,1843,40.2831
52,1843,40.3343
52,1748,40.3845
52,1748,40.3628
52,1653,40.4254
52,1843,40.3185
52,1748,40.3474
52,1748,40.3563
52,1653,40.4264
52,1653,40.423
52,1558,40.4575
52,2128,40.1559
52,1938,40.2478
52,1938,40.3626
52,1843,40.3952
52,1843,40.3012
52,1748,40.3304
52,1748,40.4759
52,1653,40.3931
52,1558,40.435
54,2620,42.0027
54,2520,42.0695
54,2420,42.0921
54,2320,42.2659
54,2420,42.2893
54,2320,42.3628
54,2220,42.389
54,2120,42.5408
54,2420,42.1757
54,2320,42.2428
54,2220,42.2749
54,2120,42.4486
54,2320,42.2892
54,2220,42.3514
54,2120,42.3728
54,2020,42.5331
54,2520,42.2005
54,2420,42.263
54,2320,42.2954
54,2220,42.47
54,2420,42.2979
54,2320,42.3666
54,2220,42.3972
54,2120,42.5633
54,2520,42.1747
54,2420,42.3144
54,2220,42.5786
54,2120,42.5386
54,2420,42.4085
54,2320,42.3724
54,2220,42.3573
54,2320,42.4558
54,2220,42.4252
54,2120,42.4338
54,2220,42.5513
54,2120,42.5254
54,2020,42.5269
54,2420,42.2615
54,2220,42.542
54,2320,42.4548
54,2220,42.5808
54,2020,42.7451
52,2318,39.8691
52,2128,39.9152
52,2033,40.1004
52,2128,40.1352
52,1938,40.1871
52,2128,40.0159
52,1938,40.0615
52,2033,40.1251
52,1843,40.1518
52,2223,40.0643
52,2033,40.1101
52,2128,40.148
52,1938,40.1901
52,2128,40.0345
52,2033,40.1269
52,2033,40.1044
52,1938,40.2033
52,1938,40.1881
52,1843,40.2773
52,2128,40.1561
52,1938,40.2053
52,1938,40.3869
52,1748,40.4366
52,1843,40.353
52,1653,40.3776
52,2318,39.9073
52,2223,39.9683
52,2128,39.9956
52,2033,40.1612
52,2128,39.9428
52,2033,40.0119
52,1938,40.0262
52,1843,40.1757
52,2033,40.0696
52,2128,40.0058
52,2128,40.1316
52,1938,40.1596
52,2033,40.1325
52,2033,40.1983
52,1938,40.1633
52,1843,40.1472
52,2128,40.1182
52,1938,40.2331
52,1843,40.3417
50,2034,37.795
50,1854,37.8055
50,1854,37.7971
50,1674,37.9295
50,1854,37.9022
50,1764,37.8821
50,1764,37.958
50,1674,37.9326
50,1764,37.8987
50,1674,37.8747
50,1764,37.9192
50,1674,37.9286
50,1584,37.8905
50,1764,37.8952
50,1674,37.8759
50,1674,37.871
50,1584,37.8418
50,1674,37.894
50,1584,37.8741
50,1584,37.8172
50,1494,37.7832
50,1764,37.9419
50,1674,38.0129
50,1674,38.015
50,1584,38.1222
50,1674,37.9313
50,1584,37.9917
50,1584,37.9364
50,1494,38.0262
50,1584,37.9739
50,1584,37.9335
50,1494,37.9862
50,1584,37.9392
50,1494,37.9991
50,1854,37.9656
50,1674,38.0074
50,1584,38.077
50,1584,37.9953
50,1674,37.9862
50,1494,38.003
50,1584,37.9753
50,1494,37.972
50,1494,37.965
50,1404,37.8749
50,1674,38.0312
50,1584,38.0903
50,1584,38.1045
50,1494,38.1528
50,1584,37.9922
50,1494,38.031
50,1494,38.0073
50,1404,38.0492
50,1584,37.9841
50,1494,38.028
50,1494,38.0146
50,1404,38.0533
50,1494,37.9939
50,1404,38.0212
52,2318,39.9532
52,2223,40.0428
52,2128,40.0528
52,2033,40.2332
52,2128,40.1475
52,2033,40.2343
52,1938,40.2525
52,1843,40.4194
52,2128,40.1349
52,2128,40.2921
52,2033,40.2517
52,1938,40.1686
52,2033,40.1783
52,1938,40.2593
52,1843,40.31
50,2034,37.7981
50,1764,37.8472
50,1854,37.948
50,1674,38.0122
50,1584,37.9698
50,1584,37.8316
50,1494,37.9252
50,1674,38.0162
50,1584,38.0941
50,1674,37.8518
50,1584,37.9443
50,1584,37.8998
50,1584,37.9608
50,1494,38.0243
50,1584,37.807
50,1494,37.8566
50,1494,37.8606
50,1404,37.9221
50,1584,38.0792
50,1494,38.1658
54,2620,41.9942
54,2320,42.256
54,2520,42.1987
54,2220,42.4623
54,2420,42.3021
54,2120,42.554
54,2420,42.2945
54,2120,42.5531
54,2520,42.1928
54,2220,42.4581
54,2420,42.2974
54,2120,42.5486
54,2220,42.5817
54,1920,42.8326
54,2420,42.1313
54,2320,42.2382
54,2120,42.488
54,2420,42.3131
54,2320,42.3544
54,2220,42.4412
54,2020,42.5903
54,2420,42.306
54,2220,42.5938
54,2220,42.548
54,2220,42.4457
54,2120,42.5183
52,2318,39.9241
52,2033,40.1559
52,2128,40.04
52,2033,40.1453
52,1843,40.2608
52,2128,40.1555
52,1843,40.3811
52,2033,40.1498
52,1938,40.2288
52,1748,40.3484
52,2128,39.929
52,2033,40.0885
52,1938,40.1368
52,2033,40.0727
52,1938,40.1436
52,1843,40.2156
52,2128,40.1493
52,1938,40.1315
52,1843,40.2172
52,2318,39.9552
52,2033,40.2181
52,2128,40.1582
52,1843,40.4153
52,2128,40.1458
52,1843,40.3906
52,2128,40.1993
52,2128,40.1666
52,1843,40.1967
52,2128,40.1845
52,1938,40.425
52,1748,40.2572
52,2318,39.9166
52,2033,40.149
52,2128,40.1387
52,1843,40.3668
52,2128,40.1436
52,1843,40.3758
52,2128,40.0357
52,1843,40.2689
52,2033,40.1434
52,1748,40.36
52,2128,40.0101
52,2033,40.1018
50,2034,37.7446
50,1944,37.8291
50,1764,37.9492
50,1944,37.7802
50,1854,37.8782
50,1674,37.9923
50,1944,37.7827
50,1854,37.8639
50,1764,37.8445
50,1674,38.0002
50,1854,37.7914
50,1764,37.8363
50,1584,37.9887
50,1854,37.8246
50,1764,37.9049
50,1674,37.8958
50,1584,38.0437
50,1764,37.755
50,1674,37.854
50,1494,37.9646
50,1944,37.7795
50,1674,38.0132
50,1854,37.824
50,1584,38.058
50,1854,37.7684
50,1584,38.0066
50,1764,37.7436
50,1494,37.9711
50,1854,37.7801
50,1584,38.0031
50,1764,37.7971
50,1494,38.0095
50,1764,37.7726
50,1494,38.0072
50,1674,37.6852
50,1404,37.9037
50,1854,37.8066
50,1764,37.9683
50,1674,37.9398
50,1764,37.8517
50,1674,38.0292
50,1584,37.9916
50,1764,37.7648
50,1674,37.9354
50,1584,37.896
50,1674,37.7743
50,1584,37.9521
50,1494,37.9142
50,1674,37.7773
50,1584,37.9501
50,1494,37.9041
56,2940,44.2068
56,2835,44.3097
56,2730,44.3548
56,2625,44.5096
56,2730,44.3939
56,2625,44.414
56,2520,44.6201
56,2520,44.4975
56,2415,44.6486
56,2310,44.8212
56,2835,44.3675
56,2730,44.5048
56,2625,44.4981
56,2520,44.638
56,2625,44.5505
56,2520,44.5925
56,2415,44.7261
56,2415,44.5985
56,2310,44.7335
56,2205,44.9329
56,2730,44.4723
56,2625,44.5769
56,2520,44.6113
56,2415,44.7663
56,2520,44.6606
56,2415,44.6955
56,2310,44.8399
56,2310,44.7118
56,2205,44.8734
56,2100,45.0299
56,2835,44.3382
56,2730,44.4559
56,2625,44.5015
56,2520,44.6771
56,2730,44.4617
56,2625,44.5661
56,2520,44.59
56,2415,44.7613
56,2520,44.692
56,2835,44.4874
54,2620,42.0499
54,2420,42.1462
54,2520,42.1334
54,2420,42.1337
54,2220,42.2104
54,2320,42.3043
54,2120,42.3515
54,2520,42.1779
54,2320,42.2707
54,2420,42.2606
54,2320,42.2669
54,2120,42.3284
54,2220,42.427
54,2020,42.4668
54,2420,42.2877
54,2220,42.3878
54,2320,42.3707
54,2220,42.3757
54,2020,42.4501
54,2120,42.53
54,1920,42.583
54,2420,42.2284
54,2320,42.3185
54,2320,42.3023
54,2220,42.3868
54,2220,42.3238
54,2120,42.3673
54,2120,42.454
54,2020,42.51
54,2320,42.314
54,2220,42.4089
54,2220,42.3952
54,2120,42.4826
54,2120,42.4035
54,2020,42.4725
54,2020,42.5252
54,1920,42.6019
54,2220,42.4021
54,2120,42.5055
54,2120,42.4882
54,2020,42.582
54,2020,42.4901
54,1920,42.5788
54,1920,42.6099
54,1820,42.6933
54,2420,42.3127
54,2220,42.4034
54,2320,42.3974
54,2120,42.4728
54,2220,42.3974
54,2020,42.4479
54,2120,42.5542
54,1920,42.5829
54,2520,42.1764
54,2320,42.2872
54,2420,42.2641
54,2220,42.375
54,2220,42.5049
54,2020,42.5761
